#       # k              E            BS weight       TS weight
      0.8506683      0.5380501       0.1025347       0.1023364
      0.8586185      0.5449407       0.1023610       0.1025435
      0.8665686      0.5513771       0.1023846       0.1025503
      0.8745188      0.5573359       0.1025554       0.1024069
      0.8824690      0.5627955       0.1024281       0.1025587
      0.8904191      0.5677359       0.1025607       0.1024478
      0.8983693      0.5721389       0.1024670       0.1025605
      0.9063195      0.5759884       0.1025590       0.1024849
      0.9142696      0.5792702       0.1025008       0.1025568
      0.9222198      0.5819721       0.1025536       0.1025152
      0.9301700      0.5840841       0.1025274       0.1025501
      0.9381202      0.5855983       0.1025470       0.1025366
      0.9460703      0.5865090       0.1025449       0.1025425
      0.9540205      0.5868130       0.1025443       0.1025443
      0.9540205      0.5868130       0.1025443       0.1025443
      0.9619707      0.5865090       0.1025423       0.1025450
      0.9699208      0.5855983       0.1025366       0.1025471
      0.9778710      0.5840841       0.1025497       0.1025278
      0.9858212      0.5819721       0.1025531       0.1025157
      0.9937714      0.5792702       0.1025011       0.1025566
      1.0017215      0.5759884       0.1025599       0.1024840
      1.0096717      0.5721389       0.1025609       0.1024666
      1.0176219      0.5677359       0.1025603       0.1024482
      1.0255720      0.5627955       0.1024281       0.1025587
      1.0335222      0.5573359       0.1025553       0.1024070
      1.0414724      0.5513771       0.1023975       0.1025373
      1.0494226      0.5449407       0.1023675       0.1025370
      1.0573727      0.5380501       0.1025349       0.1023362
      1.0653229      0.5307300       0.1023914       0.1024431
      1.0732731      0.5230066       0.1025131       0.1022814
      1.0812232      0.5149074       0.1025026       0.1022484
      1.0891734      0.5064609       0.1024857       0.1022184
      1.0971236      0.4976966       0.1021926       0.1024607
      1.1050737      0.4886450       0.1024488       0.1021497
      1.1130239      0.4793370       0.1021076       0.1024319
      1.1209741      0.4698044       0.1024097       0.1020666
      1.1289243      0.4600791       0.1024159       0.1019925
      1.1368744      0.4501934       0.1023575       0.1019781
      1.1448246      0.4401795       0.1019260       0.1023317
      1.1527748      0.4300698       0.1023046       0.1018698
      1.1607249      0.4198964       0.1022783       0.1018071
      1.1686751      0.4096908       0.1022507       0.1017396
      1.1766253      0.3994843       0.1016801       0.1022086
      1.1845755      0.3893075       0.1016110       0.1021692
      1.1925256      0.3791901       0.1021448       0.1015196
      1.2004758      0.3691609       0.1020917       0.1014493
      1.2084260      0.3592477       0.1020485       0.1013608
      1.2163761      0.3494772       0.1020367       0.1012322
      1.2243263      0.3398748       0.1011593       0.1019598
      1.2322765      0.3304644       0.1010447       0.1019147
      1.2402267      0.3212686       0.1018520       0.1009373
      1.2481768      0.3123084       0.1018085       0.1007996
      1.2561270      0.3036030       0.1017483       0.1006667
      1.2640772      0.2951703       0.1005185       0.1016909
      1.2720273      0.2870260       0.1003476       0.1016428
      1.2799775      0.2791842       0.1015755       0.1001818
      1.2879277      0.2716573       0.1015033       0.1000061
      1.2958778      0.2644557       0.0998039       0.1014420
      1.3038280      0.2575878       0.0995862       0.1013797
      1.3117782      0.2510603       0.1012999       0.0993689
      1.3197284      0.2448780       0.1012317       0.0991221
      1.3276785      0.2390440       0.1011767       0.0988436
      1.3356287      0.2335593       0.0985577       0.1011099
      1.3435789      0.2284233       0.1010324       0.0982631
      1.3515290      0.2236337       0.1009671       0.0979364
      1.3594792      0.2191866       0.0976030       0.1008886
      1.3674294      0.2150765       0.0972386       0.1008215
      1.3753796      0.2112962       0.0968559       0.1007534
      1.3833297      0.2078376       0.1006741       0.0964661
      1.3912799      0.2046910       0.0960474       0.1006065
      1.3992301      0.2018456       0.0955617       0.1005907
      1.4071802      0.1992895       0.1002801       0.0953576
      1.4151304      0.1970101       0.0947811       0.1003315
      1.4230806      0.1949939       0.1002065       0.0943740
      1.4310308      0.1932267       0.1000892       0.0939560
      1.4389809      0.1916939       0.0999386       0.0935726
      1.4469311      0.1903802       0.0997504       0.0932326
      1.4548813      0.1892704       0.0995288       0.0929370
      1.4628314      0.1883488       0.0927758       0.0991888
      1.4707816      0.1875997       0.0990183       0.0924662
      1.4787318      0.1870072       0.0923678       0.0986623
      1.4866819      0.1865556       0.0922999       0.0983060
      1.4946321      0.1862293       0.0978069       0.0924082
      1.5025823      0.1860125       0.0924454       0.0974150
      1.5105325      0.1858899       0.0969616       0.0925819
      1.5184826      0.1858460       0.0927718       0.0964932
      1.5264328      0.1858658       0.0960545       0.0929699
      1.5343830      0.1859344       0.0928086       0.0960122
      1.5423331      0.1860371       0.0932071       0.0954451
      1.5502833      0.1861597       0.0950951       0.0934212
      1.5582335      0.1862882       0.0945346       0.0938759
      1.5661837      0.1864094       0.0942134       0.0941189
      1.5741338      0.1865104       0.0940044       0.0942747
      1.5820840      0.1865792       0.0940971       0.0941517
      1.5900342      0.1866045       0.0941195       0.0941195
      1.5900342      0.1866045       0.0941195       0.0941195
      1.5940093      0.1865976       0.0941453       0.0940960
      1.5979843      0.1865759       0.0940783       0.0941699
      1.6019594      0.1865385       0.0940931       0.0941662
      1.6059345      0.1864841       0.0942174       0.0940571
      1.6099096      0.1864119       0.0940596       0.0942342
      1.6138847      0.1863208       0.0939897       0.0943271
      1.6178598      0.1862101       0.0938580       0.0944853
      1.6218349      0.1860790       0.0939313       0.0944421
      1.6258099      0.1859267       0.0941698       0.0942369
      1.6297850      0.1857526       0.0939385       0.0945046
      1.6337601      0.1855563       0.0938200       0.0946625
      1.6377352      0.1853372       0.0952857       0.0932390
      1.6417103      0.1850951       0.0949358       0.0936337
      1.6456854      0.1848295       0.0934838       0.0951330
      1.6496605      0.1845403       0.0936708       0.0949956
      1.6536355      0.1842274       0.0936208       0.0950974
      1.6576106      0.1838906       0.0950898       0.0936821
      1.6615857      0.1835301       0.0934839       0.0953436
      1.6655608      0.1831460       0.0932470       0.0956376
      1.6695359      0.1827384       0.0934378       0.0955055
      1.6735110      0.1823076       0.0934517       0.0955517
      1.6774861      0.1818539       0.0956188       0.0934457
      1.6814611      0.1813778       0.0957500       0.0933766
      1.6854362      0.1808797       0.0957836       0.0934061
      1.6894113      0.1803602       0.0958632       0.0933901
      1.6933864      0.1798199       0.0959882       0.0933294
      1.6973615      0.1792595       0.0960139       0.0933682
      1.7013366      0.1786797       0.0960706       0.0933764
      1.7053116      0.1780814       0.0961053       0.0934067
      1.7092867      0.1774653       0.0961772       0.0933998
      1.7132618      0.1768325       0.0962860       0.0933559
      1.7172369      0.1761838       0.0962267       0.0934798
      1.7212120      0.1755203       0.0935899       0.0961808
      1.7251871      0.1748431       0.0963058       0.0935287
      1.7291622      0.1741532       0.0962911       0.0936067
      1.7331372      0.1734518       0.0937623       0.0961981
      1.7371123      0.1727402       0.0963694       0.0936529
      1.7410874      0.1720194       0.0936975       0.0963858
      1.7450625      0.1712908       0.0964837       0.0936597
      1.7490376      0.1705556       0.0964109       0.0937916
      1.7530127      0.1698151       0.0964168       0.0938439
      1.7569878      0.1690706       0.0963675       0.0939502
      1.7609628      0.1683236       0.0939519       0.0964218
      1.7649379      0.1675753       0.0939791       0.0964492
      1.7689130      0.1668270       0.0964730       0.0940088
      1.7728881      0.1660802       0.0964541       0.0940799
      1.7768632      0.1653363       0.0963799       0.0942050
      1.7808383      0.1645966       0.0942582       0.0963761
      1.7848134      0.1638624       0.0963528       0.0943296
      1.7887884      0.1631353       0.0963796       0.0943495
      1.7927635      0.1624165       0.0962267       0.0945476
      1.7967386      0.1617073       0.0962895       0.0945287
      1.8007137      0.1610092       0.0962921       0.0945684
      1.8046888      0.1603234       0.0945895       0.0963118
      1.8086639      0.1596513       0.0947043       0.0962363
      1.8126390      0.1589941       0.0961998       0.0947786
      1.8166140      0.1583530       0.0948020       0.0962127
      1.8205891      0.1577294       0.0961485       0.0949010
      1.8245642      0.1571244       0.0961421       0.0949405
      1.8285393      0.1565392       0.0960915       0.0950229
      1.8325144      0.1559749       0.0950785       0.0960659
      1.8364895      0.1554325       0.0951203       0.0960527
      1.8404646      0.1549132       0.0951741       0.0960259
      1.8444396      0.1544179       0.0952699       0.0959556
      1.8484147      0.1539476       0.0952858       0.0959636
      1.8523898      0.1535033       0.0953244       0.0959474
      1.8563649      0.1530857       0.0954063       0.0958863
      1.8603400      0.1526956       0.0954398       0.0958721
      1.8643151      0.1523340       0.0959517       0.0953778
      1.8682902      0.1520013       0.0958181       0.0955275
      1.8722652      0.1516984       0.0955551       0.0958052
      1.8762403      0.1514257       0.0957879       0.0955855
      1.8802154      0.1511839       0.0957729       0.0956120
      1.8841905      0.1509733       0.0957510       0.0956439
      1.8881656      0.1507944       0.0957394       0.0956639
      1.8921407      0.1506476       0.0956870       0.0957232
      1.8961157      0.1505331       0.0956935       0.0957221
      1.9000908      0.1504511       0.0957028       0.0957166
      1.9040659      0.1504019       0.0957116       0.0957101
      1.9080410      0.1503855       0.0957112       0.0957112
 
      0.0000000      0.1572688       0.0804483       0.0804483
      0.0039751      0.1572851       0.0804452       0.0804508
      0.0079502      0.1573341       0.0804511       0.0804432
      0.0119253      0.1574157       0.0804570       0.0804345
      0.0159003      0.1575296       0.0804403       0.0804474
      0.0198754      0.1576757       0.0804323       0.0804504
      0.0238505      0.1578537       0.0803953       0.0804813
      0.0278256      0.1580632       0.0804984       0.0803710
      0.0318007      0.1583038       0.0805059       0.0803552
      0.0357758      0.1585751       0.0805228       0.0803289
      0.0397509      0.1588765       0.0803014       0.0805398
      0.0437259      0.1592075       0.0802709       0.0805586
      0.0477010      0.1595673       0.0805780       0.0802387
      0.0516761      0.1599553       0.0806340       0.0801689
      0.0556512      0.1603708       0.0801702       0.0806177
      0.0596263      0.1608129       0.0807127       0.0800592
      0.0636014      0.1612807       0.0806541       0.0801006
      0.0675765      0.1617734       0.0806822       0.0800542
      0.0715515      0.1622899       0.0807214       0.0799956
      0.0755266      0.1628294       0.0799285       0.0807680
      0.0795017      0.1633907       0.0806987       0.0799763
      0.0834768      0.1639728       0.0807540       0.0798983
      0.0874519      0.1645745       0.0807699       0.0798586
      0.0914270      0.1651947       0.0807990       0.0798046
      0.0954021      0.1658321       0.0808463       0.0797315
      0.0993771      0.1664857       0.0797587       0.0807921
      0.1033522      0.1671540       0.0796686       0.0808542
      0.1073273      0.1678359       0.0795987       0.0808951
      0.1113024      0.1685300       0.0809428       0.0795209
      0.1152775      0.1692350       0.0794796       0.0809530
      0.1192526      0.1699495       0.0794334       0.0809671
      0.1232276      0.1706723       0.0793694       0.0809981
      0.1272027      0.1714020       0.0809736       0.0793599
      0.1311778      0.1721372       0.0810000       0.0792986
      0.1351529      0.1728765       0.0810383       0.0792244
      0.1391280      0.1736185       0.0790727       0.0811534
      0.1431031      0.1743619       0.0811386       0.0790499
      0.1470782      0.1751053       0.0809936       0.0791566
      0.1510532      0.1758474       0.0810217       0.0790894
      0.1550283      0.1765868       0.0814635       0.0786078
      0.1590034      0.1773222       0.0810846       0.0789462
      0.1629785      0.1780522       0.0794163       0.0805733
      0.1669536      0.1787756       0.0789336       0.0810143
      0.1709287      0.1794911       0.0788466       0.0810591
      0.1749038      0.1801975       0.0787615       0.0811014
      0.1788788      0.1808935       0.0787440       0.0810758
      0.1828539      0.1815780       0.0787894       0.0809869
      0.1868290      0.1822499       0.0809488       0.0787838
      0.1908041      0.1829080       0.0809340       0.0787547
      0.1947792      0.1835512       0.0808717       0.0787730
      0.1987543      0.1841787       0.0787012       0.0808994
      0.2027294      0.1847894       0.0808286       0.0787279
      0.2067044      0.1853823       0.0807865       0.0787261
      0.2106795      0.1859568       0.0789926       0.0804763
      0.2146546      0.1865119       0.0807217       0.0787038
      0.2186297      0.1870469       0.0807011       0.0786814
      0.2226048      0.1875612       0.0806219       0.0787181
      0.2265799      0.1880542       0.0805833       0.0787149
      0.2305550      0.1885252       0.0786806       0.0805763
      0.2345300      0.1889739       0.0786996       0.0805170
      0.2385051      0.1893998       0.0803942       0.0787829
      0.2424802      0.1898027       0.0794712       0.0796675
      0.2464553      0.1901821       0.0783028       0.0807986
      0.2504304      0.1905381       0.0803849       0.0786804
      0.2544055      0.1908705       0.0802595       0.0787710
      0.2583806      0.1911792       0.0800362       0.0789609
      0.2623556      0.1914644       0.0800459       0.0789194
      0.2663307      0.1917261       0.0808526       0.0780824
      0.2703058      0.1919646       0.0798235       0.0790829
      0.2742809      0.1921802       0.0790508       0.0798289
      0.2782560      0.1923733       0.0795884       0.0792663
      0.2822311      0.1925444       0.0796883       0.0791435
      0.2862062      0.1926940       0.0791337       0.0796771
      0.2901812      0.1928227       0.0787662       0.0800259
      0.2941563      0.1929312       0.0791403       0.0796352
      0.2981314      0.1930204       0.0794377       0.0793234
      0.3021065      0.1930911       0.0793459       0.0794034
      0.3060816      0.1931442       0.0791221       0.0796176
      0.3100567      0.1931807       0.0793498       0.0793831
      0.3140317      0.1932018       0.0793718       0.0793569
      0.3180068      0.1932086       0.0793636       0.0793636
      0.3180068      0.1932086       0.0793636       0.0793636
      0.3259570      0.1931840       0.0794044       0.0793289
      0.3339072      0.1931176       0.0795098       0.0792422
      0.3418573      0.1930207       0.0795762       0.0792090
      0.3498075      0.1929054       0.0796438       0.0791904
      0.3577577      0.1927845       0.0794905       0.0794105
      0.3657079      0.1926715       0.0800735       0.0789145
      0.3736580      0.1925803       0.0805195       0.0785776
      0.3816082      0.1925252       0.0807927       0.0784378
      0.3895584      0.1925207       0.0783895       0.0810008
      0.3975085      0.1925818       0.0814992       0.0780786
      0.4054587      0.1927234       0.0819180       0.0778761
      0.4134089      0.1929608       0.0822071       0.0778323
      0.4213591      0.1933095       0.0777438       0.0825696
      0.4293092      0.1937847       0.0777698       0.0828449
      0.4372594      0.1944022       0.0777683       0.0831731
      0.4452096      0.1951774       0.0833908       0.0779000
      0.4531597      0.1961260       0.0780669       0.0835928
      0.4611099      0.1972635       0.0782819       0.0837628
      0.4690601      0.1986053       0.0785387       0.0839035
      0.4770103      0.2001667       0.0787887       0.0840596
      0.4849604      0.2019625       0.0841711       0.0790882
      0.4929106      0.2040073       0.0794110       0.0842609
      0.5008608      0.2063150       0.0797406       0.0843420
      0.5088109      0.2088990       0.0800612       0.0844277
      0.5167611      0.2117720       0.0804264       0.0844617
      0.5247113      0.2149454       0.0807456       0.0845325
      0.5326614      0.2184302       0.0810615       0.0845957
      0.5406116      0.2222357       0.0813681       0.0846561
      0.5485618      0.2263704       0.0847047       0.0816731
      0.5565120      0.2308411       0.0847620       0.0819555
      0.5644621      0.2356533       0.0822276       0.0848152
      0.5724123      0.2408110       0.0848630       0.0824906
      0.5803625      0.2463164       0.0827470       0.0849025
      0.5883126      0.2521703       0.0849757       0.0829551
      0.5962628      0.2583713       0.0849911       0.0832068
      0.6042130      0.2649167       0.0833489       0.0851021
      0.6121632      0.2718015       0.0851094       0.0835810
      0.6201133      0.2790192       0.0837315       0.0851854
      0.6280635      0.2865613       0.0838499       0.0852807
      0.6360137      0.2944174       0.0840440       0.0852882
      0.6439638      0.3025753       0.0842045       0.0853179
      0.6519140      0.3110208       0.0843263       0.0853752
      0.6598642      0.3197382       0.0854276       0.0844427
      0.6678144      0.3287098       0.0854743       0.0845548
      0.6757645      0.3379163       0.0846410       0.0855376
      0.6837147      0.3473367       0.0855166       0.0848026
      0.6916649      0.3569486       0.0855888       0.0848626
      0.6996150      0.3667280       0.0856298       0.0849458
      0.7075652      0.3766495       0.0850289       0.0856635
      0.7155154      0.3866865       0.0850856       0.0857165
      0.7234655      0.3968113       0.0851765       0.0857286
      0.7314157      0.4069950       0.0857534       0.0852484
      0.7393659      0.4172079       0.0853054       0.0857872
      0.7473161      0.4274195       0.0858144       0.0853633
      0.7552662      0.4375986       0.0858393       0.0854182
      0.7632164      0.4477136       0.0858608       0.0854714
      0.7711666      0.4577324       0.0859007       0.0855015
      0.7791167      0.4676228       0.0855584       0.0859092
      0.7870669      0.4773524       0.0856049       0.0859238
      0.7950171      0.4868891       0.0859449       0.0856408
      0.8029673      0.4962007       0.0859655       0.0856733
      0.8109174      0.5052558       0.0859740       0.0857143
      0.8188676      0.5140233       0.0859958       0.0857384
      0.8268178      0.5224728       0.0857694       0.0860073
      0.8347679      0.5305748       0.0858061       0.0860098
      0.8427181      0.5383007       0.0859205       0.0859315
      0.8506683      0.5456231       0.0858490       0.0860363
      0.8586185      0.5525159       0.0858727       0.0860429
      0.8665686      0.5589542       0.0860479       0.0858952
      0.8745188      0.5649147       0.0859161       0.0860519
      0.8824690      0.5703758       0.0859354       0.0860548
      0.8904191      0.5753175       0.0859544       0.0860556
      0.8983693      0.5797218       0.0859720       0.0860553
      0.9063195      0.5835724       0.0859936       0.0860485
      0.9142696      0.5868550       0.0860033       0.0860513
      0.9222198      0.5895576       0.0860485       0.0860162
      0.9301700      0.5916701       0.0860454       0.0860272
      0.9381202      0.5931847       0.0860346       0.0860436
      0.9460703      0.5940957       0.0860419       0.0860396
      0.9540205      0.5943997       0.0860414       0.0860414
      0.9540205      0.5943997       0.0860414       0.0860414
      0.9619707      0.5940957       0.0860419       0.0860397
      0.9699208      0.5931847       0.0860451       0.0860332
      0.9778710      0.5916701       0.0860457       0.0860269
      0.9858212      0.5895576       0.0860485       0.0860163
      0.9937714      0.5868550       0.0860516       0.0860030
      1.0017215      0.5835724       0.0859884       0.0860537
      1.0096717      0.5797218       0.0860552       0.0859721
      1.0176219      0.5753175       0.0859550       0.0860550
      1.0255720      0.5703758       0.0860543       0.0859360
      1.0335222      0.5649147       0.0859161       0.0860519
      1.0414724      0.5589542       0.0858994       0.0860437
      1.0494226      0.5525159       0.0858727       0.0860429
      1.0573727      0.5456231       0.0860362       0.0858490
      1.0653229      0.5383007       0.0858241       0.0860280
      1.0732731      0.5305748       0.0858022       0.0860138
      1.0812232      0.5224728       0.0860074       0.0857693
      1.0891734      0.5140233       0.0859946       0.0857395
      1.0971236      0.5052558       0.0859808       0.0857075
      1.1050737      0.4962007       0.0856827       0.0859561
      1.1130239      0.4868891       0.0856388       0.0859469
      1.1209741      0.4773524       0.0855974       0.0859313
      1.1289243      0.4676228       0.0855582       0.0859093
      1.1368744      0.4577324       0.0855692       0.0858329
      1.1448246      0.4477136       0.0858679       0.0854642
      1.1527748      0.4375986       0.0858400       0.0854175
      1.1607249      0.4274195       0.0853621       0.0858156
      1.1686751      0.4172079       0.0856872       0.0854054
      1.1766253      0.4069950       0.0857596       0.0852422
      1.1845755      0.3968113       0.0851747       0.0857304
      1.1925256      0.3866865       0.0856822       0.0851199
      1.2004758      0.3766495       0.0850334       0.0856590
      1.2084260      0.3667280       0.0856350       0.0849407
      1.2163761      0.3569486       0.0856013       0.0848501
      1.2243263      0.3473367       0.0855478       0.0847714
      1.2322765      0.3379163       0.0855038       0.0846748
      1.2402267      0.3287098       0.0854602       0.0845690
      1.2481768      0.3197382       0.0854220       0.0844483
      1.2561270      0.3110208       0.0853741       0.0843274
      1.2640772      0.3025753       0.0853269       0.0841955
      1.2720273      0.2944174       0.0840671       0.0852651
      1.2799775      0.2865613       0.0852367       0.0838939
      1.2879277      0.2790192       0.0837361       0.0851807
      1.2958778      0.2718015       0.0835546       0.0851359
      1.3038280      0.2649167       0.0850822       0.0833688
      1.3117782      0.2583713       0.0831496       0.0850484
      1.3197284      0.2521703       0.0833112       0.0846197
      1.3276785      0.2463164       0.0849227       0.0827268
      1.3356287      0.2408110       0.0824984       0.0848551
      1.3435789      0.2356533       0.0822345       0.0848084
      1.3515290      0.2308411       0.0819545       0.0847630
      1.3594792      0.2263704       0.0847164       0.0816614
      1.3674294      0.2222357       0.0813830       0.0846412
      1.3753796      0.2184302       0.0845961       0.0810611
      1.3833297      0.2149454       0.0807762       0.0845018
      1.3912799      0.2117720       0.0844949       0.0803932
      1.3992301      0.2088990       0.0800527       0.0844362
      1.4071802      0.2063150       0.0797311       0.0843516
      1.4151304      0.2040073       0.0794122       0.0842597
      1.4230806      0.2019625       0.0841712       0.0790882
      1.4310308      0.2001667       0.0840517       0.0787966
      1.4389809      0.1986053       0.0839292       0.0785130
      1.4469311      0.1972635       0.0837548       0.0782900
      1.4548813      0.1961260       0.0835535       0.0781062
      1.4628314      0.1951774       0.0832875       0.0780032
      1.4707816      0.1944022       0.0777812       0.0831601
      1.4787318      0.1937847       0.0777728       0.0828419
      1.4866819      0.1933095       0.0777555       0.0825579
      1.4946321      0.1929608       0.0778681       0.0821713
      1.5025823      0.1927234       0.0779885       0.0818056
      1.5105325      0.1925818       0.0780620       0.0815158
      1.5184826      0.1925207       0.0781864       0.0812038
      1.5264328      0.1925252       0.0784131       0.0808174
      1.5343830      0.1925803       0.0804762       0.0786209
      1.5423331      0.1926715       0.0801961       0.0787919
      1.5502833      0.1927845       0.0796717       0.0792294
      1.5582335      0.1929054       0.0799110       0.0789232
      1.5661837      0.1930207       0.0795101       0.0792750
      1.5741338      0.1931176       0.0793011       0.0794509
      1.5820840      0.1931840       0.0793473       0.0793859
      1.5900342      0.1932086       0.0793636       0.0793636
      1.5900342      0.1932086       0.0793636       0.0793636
      1.5940093      0.1932018       0.0793447       0.0793839
      1.5979843      0.1931807       0.0793577       0.0793752
      1.6019594      0.1931442       0.0794081       0.0793317
      1.6059345      0.1930911       0.0793956       0.0793536
      1.6099096      0.1930204       0.0791243       0.0796369
      1.6138847      0.1929312       0.0797058       0.0790696
      1.6178598      0.1928227       0.0795677       0.0792244
      1.6218349      0.1926940       0.0791284       0.0796824
      1.6258099      0.1925444       0.0791819       0.0796499
      1.6297850      0.1923733       0.0799391       0.0789156
      1.6337601      0.1921802       0.0798297       0.0790499
      1.6377352      0.1919646       0.0798560       0.0790505
      1.6417103      0.1917261       0.0799809       0.0789541
      1.6456854      0.1914644       0.0789734       0.0799918
      1.6496605      0.1911792       0.0790561       0.0799410
      1.6536355      0.1908705       0.0788443       0.0801862
      1.6576106      0.1905381       0.0788920       0.0801733
      1.6615857      0.1901821       0.0802707       0.0788307
      1.6655608      0.1898027       0.0788365       0.0803022
      1.6695359      0.1893998       0.0787586       0.0804185
      1.6735110      0.1889739       0.0803832       0.0788334
      1.6774861      0.1885252       0.0805019       0.0787550
      1.6814611      0.1880542       0.0805344       0.0787637
      1.6854362      0.1875612       0.0805384       0.0788016
      1.6894113      0.1870469       0.0787183       0.0806642
      1.6933864      0.1865119       0.0787300       0.0806954
      1.6973615      0.1859568       0.0808187       0.0786502
      1.7013366      0.1853823       0.0807980       0.0787146
      1.7053116      0.1847894       0.0786996       0.0808569
      1.7092867      0.1841787       0.0787089       0.0808916
      1.7132618      0.1835512       0.0787383       0.0809063
      1.7172369      0.1829080       0.0787548       0.0809338
      1.7212120      0.1822499       0.0791516       0.0805810
      1.7251871      0.1815780       0.0787946       0.0809817
      1.7291622      0.1808935       0.0788174       0.0810024
      1.7331372      0.1801975       0.0809842       0.0788787
      1.7371123      0.1794911       0.0788732       0.0810324
      1.7410874      0.1787756       0.0810650       0.0788829
      1.7450625      0.1780522       0.0810434       0.0789463
      1.7490376      0.1773222       0.0789687       0.0810621
      1.7530127      0.1765868       0.0810415       0.0790298
      1.7569878      0.1758474       0.0787117       0.0813994
      1.7609628      0.1751053       0.0791047       0.0810455
      1.7649379      0.1743619       0.0810226       0.0791659
      1.7689130      0.1736185       0.0792563       0.0809697
      1.7728881      0.1728765       0.0810336       0.0792292
      1.7768632      0.1721372       0.0809733       0.0793253
      1.7808383      0.1714020       0.0792824       0.0810511
      1.7848134      0.1706723       0.0809323       0.0794351
      1.7887884      0.1699495       0.0794443       0.0809562
      1.7927635      0.1692350       0.0794695       0.0809631
      1.7967386      0.1685300       0.0795246       0.0809391
      1.8007137      0.1678359       0.0809167       0.0795770
      1.8046888      0.1671540       0.0808949       0.0796279
      1.8086639      0.1664857       0.0807577       0.0797931
      1.8126390      0.1658321       0.0797545       0.0808233
      1.8166140      0.1651947       0.0808263       0.0797773
      1.8205891      0.1645745       0.0798266       0.0808019
      1.8245642      0.1639728       0.0798748       0.0807775
      1.8285393      0.1633907       0.0799160       0.0807589
      1.8325144      0.1628294       0.0807847       0.0799118
      1.8364895      0.1622899       0.0800193       0.0806977
      1.8404646      0.1617734       0.0806544       0.0800820
      1.8444396      0.1612807       0.0806608       0.0800938
      1.8484147      0.1608129       0.0801320       0.0806398
      1.8523898      0.1603708       0.0806179       0.0801700
      1.8563649      0.1599553       0.0806105       0.0801924
      1.8603400      0.1595673       0.0805967       0.0802200
      1.8643151      0.1592075       0.0805500       0.0802795
      1.8682902      0.1588765       0.0804649       0.0803762
      1.8722652      0.1585751       0.0805378       0.0803138
      1.8762403      0.1583038       0.0803284       0.0805326
      1.8802154      0.1580632       0.0803752       0.0804942
      1.8841905      0.1578537       0.0803953       0.0804813
      1.8881656      0.1576757       0.0804158       0.0804669
      1.8921407      0.1575296       0.0804241       0.0804636
      1.8961157      0.1574157       0.0804356       0.0804559
      1.9000908      0.1573341       0.0804521       0.0804422
      1.9040659      0.1572851       0.0804468       0.0804492
      1.9080410      0.1572688       0.0804483       0.0804483
 
      0.0000000      0.1572688       0.0804483       0.0804483
      0.0039751      0.1572851       0.0804508       0.0804452
      0.0079502      0.1573341       0.0804432       0.0804511
      0.0119253      0.1574157       0.0804345       0.0804570
      0.0159003      0.1575296       0.0804474       0.0804403
      0.0198754      0.1576757       0.0804504       0.0804323
      0.0238505      0.1578537       0.0804813       0.0803953
      0.0278256      0.1580632       0.0803710       0.0804984
      0.0318007      0.1583038       0.0803552       0.0805059
      0.0357758      0.1585751       0.0803289       0.0805228
      0.0397509      0.1588765       0.0805398       0.0803014
      0.0437259      0.1592075       0.0805586       0.0802709
      0.0477010      0.1595673       0.0802387       0.0805780
      0.0516761      0.1599553       0.0801689       0.0806340
      0.0556512      0.1603708       0.0806177       0.0801702
      0.0596263      0.1608129       0.0800592       0.0807127
      0.0636014      0.1612807       0.0801006       0.0806541
      0.0675765      0.1617734       0.0800542       0.0806822
      0.0715515      0.1622899       0.0799956       0.0807214
      0.0755266      0.1628294       0.0807680       0.0799285
      0.0795017      0.1633907       0.0799763       0.0806987
      0.0834768      0.1639728       0.0798983       0.0807540
      0.0874519      0.1645745       0.0798586       0.0807699
      0.0914270      0.1651947       0.0798046       0.0807990
      0.0954021      0.1658321       0.0797315       0.0808463
      0.0993771      0.1664857       0.0807921       0.0797587
      0.1033522      0.1671540       0.0808542       0.0796686
      0.1073273      0.1678359       0.0808951       0.0795987
      0.1113024      0.1685300       0.0795209       0.0809428
      0.1152775      0.1692350       0.0809530       0.0794796
      0.1192526      0.1699495       0.0809671       0.0794334
      0.1232276      0.1706723       0.0809981       0.0793694
      0.1272027      0.1714020       0.0793599       0.0809736
      0.1311778      0.1721372       0.0792986       0.0810000
      0.1351529      0.1728765       0.0792244       0.0810383
      0.1391280      0.1736185       0.0811534       0.0790727
      0.1431031      0.1743619       0.0790499       0.0811386
      0.1470782      0.1751053       0.0791566       0.0809936
      0.1510532      0.1758474       0.0790894       0.0810217
      0.1550283      0.1765868       0.0786078       0.0814635
      0.1590034      0.1773222       0.0789462       0.0810846
      0.1629785      0.1780522       0.0805733       0.0794163
      0.1669536      0.1787756       0.0810143       0.0789336
      0.1709287      0.1794911       0.0810591       0.0788466
      0.1749038      0.1801975       0.0811014       0.0787615
      0.1788788      0.1808935       0.0810758       0.0787440
      0.1828539      0.1815780       0.0809869       0.0787894
      0.1868290      0.1822499       0.0787838       0.0809488
      0.1908041      0.1829080       0.0787547       0.0809340
      0.1947792      0.1835512       0.0787730       0.0808717
      0.1987543      0.1841787       0.0808994       0.0787012
      0.2027294      0.1847894       0.0787279       0.0808286
      0.2067044      0.1853823       0.0787261       0.0807865
      0.2106795      0.1859568       0.0804763       0.0789926
      0.2146546      0.1865119       0.0787038       0.0807217
      0.2186297      0.1870469       0.0786814       0.0807011
      0.2226048      0.1875612       0.0787181       0.0806219
      0.2265799      0.1880542       0.0787149       0.0805833
      0.2305550      0.1885252       0.0805763       0.0786806
